Region,Division,District,School_ID,NSBI SCHOOL ID,School_Name,Street_Address,Province,Municipality,Legislative_District,Barangay,Sector,School_Type,Classification_Offering,Longitude,Latitude,Connectivity Status,Connection Type,With Internet,Mobile Data,No Internet,DICT Free WiFi
Region I,Ilocos Norte,Currimao,150012,150012,Wilbur C. Go Elementary School,Victoria,ILOCOS NORTE,CURRIMAO,2nd District,VICTORIA,Public,School with no Annexes,Purely ES,120.4998616,17.9976548,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Currimao,300013,300013,Wilbur C. Go NHS,Mataan St.,ILOCOS NORTE,CURRIMAO,2nd District,POBLACION II,Public,School with no Annexes,JHS with SHS,120.48889,18.01782,online,Connected to both Wired and P2P,1,0,0,
Region I,Ilocos Norte,Currimao,320805,320805,Currimao NHS,"National Highway, Pias Norte, Currimao, Ilocos Norte",ILOCOS NORTE,CURRIMAO,2nd District,PIAS NORTE,Public,School with no Annexes,JHS with SHS,120.503521,17.992411,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Dingras I,100118,100118,Baresbes ES,Baresbes,ILOCOS NORTE,DINGRAS,2nd District,BARESBES,Public,School with no Annexes,Purely ES,120.74728,18.05993,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,100119,100119,Barong ES,Barong,ILOCOS NORTE,DINGRAS,2nd District,BARONG,Public,School with no Annexes,Purely ES,120.7208357,18.0680721,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,100120,100120,Dingras Central ES,"Guerrero (Poblacion), Dingras, Ilocos Norte",ILOCOS NORTE,DINGRAS,2nd District,GUERRERO (POB.),Public,School with no Annexes,Purely ES,120.7059127,18.0948273,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,100121,100121,Elizabeth-Lanas ES,"Brgy. Lanas, Dingras, Ilocos Norte",ILOCOS NORTE,DINGRAS,2nd District,LANAS,Public,School with no Annexes,Purely ES,120.714979,18.0548701,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,100122,100122,Francisco ES,-Surrate,ILOCOS NORTE,DINGRAS,2nd District,SAN FRANCISCO (SURRATE),Public,School with no Annexes,Purely ES,120.7758411,18.0401835,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,100123,100123,Medina Parado ES,"Brgy. Parado, Dingras, Ilocos Norte",ILOCOS NORTE,DINGRAS,2nd District,PARADO (BANGAY),Public,School with no Annexes,Purely ES,120.7041746,18.07752,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,100124,100124,Saludares-Cali ES,Banna Road,ILOCOS NORTE,DINGRAS,2nd District,CALI,Public,School with no Annexes,Purely ES,120.6863293,18.0722422,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,100125,100125,San Marcelino ES,San Marcelino (Padong),ILOCOS NORTE,DINGRAS,2nd District,SAN MARCELINO (PADONG),Public,School with no Annexes,Purely ES,120.7617323,18.0349532,offline,,0,0,1,
Region I,Ilocos Norte,Dingras I,100126,100126,Sulquiano ES,Sulquiano (Sidiran),ILOCOS NORTE,DINGRAS,2nd District,SULQUIANO (SIDIRAN),Public,School with no Annexes,Purely ES,120.6837097,18.0893894,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,100127,100127,Ver ES,Ver (Naglayaan),ILOCOS NORTE,DINGRAS,2nd District,VER (NAGLAYAAN),Public,School with no Annexes,Purely ES,120.715073,18.0432964,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Dingras I,150017,150017,Elizabeth ES,none,ILOCOS NORTE,DINGRAS,2nd District,ELIZABETH,Public,School with no Annexes,Purely ES,120.726314,18.049841,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,150021,150021,Mabino ES,-MABINO,ILOCOS NORTE,DINGRAS,2nd District,SAN FRANCISCO (SURRATE),Public,School with no Annexes,Purely ES,120.7632,18.05429,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,320806,320806,Barong National High School,Sitio 6,ILOCOS NORTE,DINGRAS,2nd District,BARONG,Public,School with no Annexes,JHS with SHS,120.7180482,18.0707618,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,320807,320807,San Marcelino National High School,"Sitio Sta. Clara, San Marcelino, Dingras, Ilocos Norte",ILOCOS NORTE,DINGRAS,2nd District,SAN MARCELINO (PADONG),Public,School with no Annexes,JHS with SHS,120.7628932,18.034321,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Dingras I,320808,320808,Bamasesamar National High School,Sittio Bakir,ILOCOS NORTE,DINGRAS,2nd District,SAN ESTEBAN,Public,School with no Annexes,JHS with SHS,120.71164,18.12188,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras I,320809,320809,Lt. Edgar Foz National High School,-,ILOCOS NORTE,DINGRAS,2nd District,SULQUIANO (SIDIRAN),Public,School with no Annexes,JHS with SHS,120.680136,18.087152,online,Connected to both Wired and P2P,1,0,0,
Region I,Ilocos Norte,Dingras I,320810,320810,SUYO NATIONAL HIGH SCHOOL,Dona Josefa Road-Ilocos Norte-Kalinga Road,ILOCOS NORTE,DINGRAS,2nd District,SUYO,Public,School with no Annexes,JHS with SHS,120.6832328,18.1322649,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Dingras II,100128,100128,Bacsil ES,Bacsil,ILOCOS NORTE,DINGRAS,2nd District,BACSIL,Public,School with no Annexes,Purely ES,120.6675142,18.1019251,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras II,100129,100129,Capasan ES,Capasan,ILOCOS NORTE,DINGRAS,2nd District,CAPASAN,Public,School with no Annexes,Purely ES,120.6742349,18.1189904,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras II,100130,100130,Dingras West CES,Salaknib,ILOCOS NORTE,DINGRAS,2nd District,MADAMBA (POB.),Public,School with no Annexes,Purely ES,120.6990842,18.1042287,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras II,100131,100131,Espiritu ES,"Provincial Road, Espiritu, Dingras, Ilocos Norte",ILOCOS NORTE,DINGRAS,2nd District,ESPIRITU,Public,School with no Annexes,Purely ES,120.6674446,18.0913842,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras II,100132,100132,Hilaria Salvatierra Mem. ES,Foz,ILOCOS NORTE,DINGRAS,2nd District,FOZ,Public,School with no Annexes,Purely ES,120.7201003,18.0943167,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Dingras II,100133,100133,Mandaloque ES,Mandaloque,ILOCOS NORTE,DINGRAS,2nd District,MANDALOQUE,Public,School with no Annexes,Purely ES,120.699265,18.123903,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras II,100134,100134,Peralta ES,"National Hi-way Brgy.Peralta Dingras,Ilocos Norte",ILOCOS NORTE,DINGRAS,2nd District,PERALTA (POB.),Public,School with no Annexes,Purely ES,120.694288,18.1100463,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras II,100135,100135,San Esteban ES,San Esteban,ILOCOS NORTE,DINGRAS,2nd District,SAN ESTEBAN,Public,School with no Annexes,Purely ES,120.720966,18.12805,offline,,0,0,1,
Region I,Ilocos Norte,Dingras II,100136,100136,Sagpatan ES,"Brgy. Sagpatan, Dingras, Ilocos Norte",ILOCOS NORTE,DINGRAS,2nd District,SAGPATAN,Public,School with no Annexes,Purely ES,120.7183807,18.1096022,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Dingras II,100137,100137,San Marcos ES,Bessang,ILOCOS NORTE,DINGRAS,2nd District,SAN MARCOS,Public,School with no Annexes,Purely ES,120.7357365,18.1181123,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras II,100138,100138,Suyo ES,Suyo,ILOCOS NORTE,DINGRAS,2nd District,SUYO,Public,School with no Annexes,Purely ES,120.68355,18.13079,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras II,150013,150013,Bagut ES,Bagut,ILOCOS NORTE,DINGRAS,2nd District,BAGUT,Public,School with no Annexes,Purely ES,120.7088,18.135,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Dingras II,300015,300015,Dingras NHS,"-ROOT, Madamba, Dingras, Ilocos Norte",ILOCOS NORTE,DINGRAS,2nd District,MADAMBA (POB.),Public,School with no Annexes,JHS with SHS,120.6997484,18.1061062,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Marcos-Nueva Era,100139,100139,Acnam-Caray Elementary School,Caray,ILOCOS NORTE,NUEVA ERA,2nd District,CARAY,Public,School with no Annexes,Purely ES,120.68628,17.93323,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100140,100140,Barangobong E/S,Barangobong,ILOCOS NORTE,NUEVA ERA,2nd District,BARANGOBONG,Public,School with no Annexes,Purely ES,120.575457,17.841641,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Marcos-Nueva Era,100141,100141,Biding ES,"Brgy. Valdez, Marcos, Ilocos Norte",ILOCOS NORTE,MARCOS,2nd District,VALDEZ (BIDING),Public,School with no Annexes,Purely ES,120.68614,18.04566,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100142,100142,Cabittauran ES,Cabittauran,ILOCOS NORTE,NUEVA ERA,2nd District,CABITTAURAN,Public,School with no Annexes,Purely ES,120.7064626,17.9444004,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100143,100143,Cacafean ES,"Cacafean, Marcos, Ilocos Norte",ILOCOS NORTE,MARCOS,2nd District,CACAFEAN,Public,School with no Annexes,Purely ES,120.7494897,18.005259,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100144,100144,Elizabeth ES,"-Brgy. Elizabeth, Marcos, Ilocos Norte",ILOCOS NORTE,MARCOS,2nd District,ELIZABETH (CULAO),Public,School with no Annexes,Purely ES,120.73445,17.99194,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100145,100145,Escoda ES,"Sitio Balbalay,Bgy. Escoda, Marcos, Ilocos Norte",ILOCOS NORTE,MARCOS,2nd District,ESCODA,Public,School with no Annexes,Purely ES,120.70162,18.01745,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100146,100146,F. Daquioag Mem. ES,Daquioag,ILOCOS NORTE,MARCOS,2nd District,DAQUIOAG,Public,School with no Annexes,Purely ES,120.67759,18.02787,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100147,100147,Ferdinand ES,"Brgy. Ferdinand, Marcos, Ilocos Norte",ILOCOS NORTE,MARCOS,2nd District,FERDINAND,Public,School with no Annexes,Purely ES,120.7306354,17.9816823,offline,,0,0,1,
Region I,Ilocos Norte,Marcos-Nueva Era,100148,100148,Fortuna ES,Fortuna,ILOCOS NORTE,MARCOS,2nd District,FORTUNA,Public,School with no Annexes,Purely ES,120.67402,18.01468,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100150,100150,Imelda ES,"Brgy. Imelda, Marcos, Ilocos Norte",ILOCOS NORTE,MARCOS,2nd District,IMELDA (CAPARIAAN),Public,School with no Annexes,Purely ES,120.6704043,18.0590336,offline,,0,0,1,
Region I,Ilocos Norte,Marcos-Nueva Era,100151,100151,Mabuti ES,"Brgy. Mabuti, Marcos, Ilocos Norte",ILOCOS NORTE,MARCOS,2nd District,MABUTI,Public,School with no Annexes,Purely ES,120.66915,18.07173,offline,,0,0,1,
Region I,Ilocos Norte,Marcos-Nueva Era,100152,100152,Marcos Central School,"Lydia (Poblacion), Marcos, Ilocos Norte",ILOCOS NORTE,MARCOS,2nd District,LYDIA (POB.),Public,School with no Annexes,Purely ES,120.6746596,18.0439409,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100153,100153,Naguilian Elementary School,"Barangay 6, Naguilian",ILOCOS NORTE,NUEVA ERA,2nd District,NAGUILLAN (PAGPAG-ONG),Public,School with no Annexes,Purely ES,120.63301,17.906495,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100154,100154,Nueva Era Central Elementary School,Poblacion,ILOCOS NORTE,NUEVA ERA,2nd District,POBLACION,Public,School with no Annexes,Purely ES,120.6629997,17.9166995,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100155,100155,Pacifico ES,Pacifico,ILOCOS NORTE,MARCOS,2nd District,PACIFICO (AGUNIT),Public,School with no Annexes,Purely ES,120.709192,18.0306452,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100156,100156,Santiago ES,"Brgy. Santiago Marcos, Ilocos Norte",ILOCOS NORTE,MARCOS,2nd District,SANTIAGO,Public,School with no Annexes,Purely ES,120.7214923,17.9830974,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100157,100157,Santo Nino ES,"Brgy. 5 Santo Nino, Nueva Era, Ilocos Norte, 2909",ILOCOS NORTE,NUEVA ERA,2nd District,SANTO NINO,Public,School with no Annexes,Purely ES,120.71476,17.95577,limited,,0,1,0,
Region I,Ilocos Norte,Marcos-Nueva Era,100158,100158,Tabucbuc Elementary School,Don Andres,ILOCOS NORTE,MARCOS,2nd District,TABUCBUC (RAGAS),Public,School with no Annexes,Purely ES,120.698602,18.007934,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,150018,150018,Barikir ES,"Barikir, Nueva Era, Ilocos Norte",ILOCOS NORTE,NUEVA ERA,2nd District,BARIKIR,Public,School with no Annexes,Purely ES,120.672546,17.925284,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,150019,150019,Bugayong Elementary Sch.,Bugayong,ILOCOS NORTE,NUEVA ERA,2nd District,BUGAYONG,Public,School with no Annexes,Purely ES,120.60766,17.93249,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,300020,300020,Marcos NHS,Barangay Lydia,ILOCOS NORTE,MARCOS,2nd District,LYDIA (POB.),Public,School with no Annexes,JHS with SHS,120.6761223,18.0425602,offline,Connected via P2P,0,0,1,
Region I,Ilocos Norte,Marcos-Nueva Era,300022,300022,NUEVA ERA NATIONAL HIGH SCHOOL,POBLACION #1,ILOCOS NORTE,NUEVA ERA,2nd District,POBLACION,Public,School with no Annexes,JHS with SHS,120.666098,17.913543,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,320811,320811,Agunit National High School,Municipal Rd.,ILOCOS NORTE,MARCOS,2nd District,PACIFICO (AGUNIT),Public,School with no Annexes,JHS with SHS,120.71126,18.02836,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,320812,320812,Santiago NHS,Along Brgy. Santiago Provincial Road,ILOCOS NORTE,MARCOS,2nd District,SANTIAGO,Public,School with no Annexes,JHS with SHS,120.72078,17.98325,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,320820,320820,Adriano P. Arzadon NHS,"Cabittauran, Ilocos Norte",ILOCOS NORTE,NUEVA ERA,2nd District,CABITTAURAN,Public,School with no Annexes,JHS with SHS,120.6962175,17.9343313,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,500594,500594,Uguis Integrated School,"Brgy. 9 Nueva Era, Ilocos Norte",ILOCOS NORTE,NUEVA ERA,2nd District,UGUIS,Public,School with no Annexes,All Offering,120.5717057,17.8954716,online,Connected to both Wired and P2P,1,0,0,
Region I,Ilocos Norte,Marcos-Nueva Era,502582,502582,Garnaden Integrated School,Garnaden,ILOCOS NORTE,NUEVA ERA,2nd District,GARNADEN,Public,School with no Annexes,ES and JHS,120.623338,17.916347,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100160,100160,Adams CES,"Pob. 1, Adams, Ilocos Norte",ILOCOS NORTE,ADAMS,1st District,ADAMS (POB.),Public,School with no Annexes,Purely ES,120.9016645,18.4623788,offline,,0,0,1,
Region I,Ilocos Norte,Adams-Pagudpud,100161,100161,Aggasi Elementary School,"Brgy. 13, Aggasi, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,AGGASI,Public,School with no Annexes,Purely ES,120.8131154,18.5494606,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100163,100163,Bucarot PS,"Bucarot, Adams, Ilocos Norte",ILOCOS NORTE,ADAMS,1st District,ADAMS (POB.),Public,School with no Annexes,Purely ES,120.934656,18.392135,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100164,100164,Burayoc ES,Brgy. 3 Burayoc,ILOCOS NORTE,PAGUDPUD,1st District,BURAYOC,Public,School with no Annexes,Purely ES,120.7928699,18.5778468,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100165,100165,Caparispisan ES,"Caparispisan, Pagudpud",ILOCOS NORTE,PAGUDPUD,1st District,CAPARISPISAN,Public,School with no Annexes,Purely ES,120.8037215,18.604537,offline,,0,0,1,
Region I,Ilocos Norte,Adams-Pagudpud,100166,100166,Caunayan Elementary School,"Brgy. Caunayan, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,CAUNAYAN,Public,School with no Annexes,Purely ES,120.83361,18.61196,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100167,100167,Dampig ES,"Brgy. Dampig, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,DAMPIG,Public,School with no Annexes,Purely ES,120.8196936,18.5397935,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100168,100168,Gamaban ES,Balaoi,ILOCOS NORTE,PAGUDPUD,1st District,BALAOI,Public,School with no Annexes,Purely ES,120.8680671,18.6091811,limited,,0,1,0,
Region I,Ilocos Norte,Adams-Pagudpud,100169,100169,Luzong ES,"Provincial Road, Brgy. Baduang, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,BADUANG,Public,School with no Annexes,Purely ES,120.8095957,18.5723686,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100170,100170,Luzuyo PS,"Brgy. 3 Burayoc, Pagudpud,Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,BURAYOC,Public,School with no Annexes,Purely ES,120.7965414,18.5752637,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100171,100171,Pagudpud Central Elementary School,"Poblacion 2, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,POBLACION  2,Public,School with no Annexes,Purely ES,120.7873579,18.5643917,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Adams-Pagudpud,100172,100172,Pagudpud South CES,"Aglipay St., Poblacion 1, Pagudpud Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,POBLACION  1,Public,School with no Annexes,Purely ES,120.7847707,18.5582037,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Adams-Pagudpud,100173,100173,Pancian ES,"Pancian, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,PANCIAN,Public,School with no Annexes,Purely ES,120.92545,18.55288,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100174,100174,Pasaleng ES,"Maharlika highway, Sitio Mabiga West, Brgy. 4, Pasaleng, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,PASALENG,Public,School with no Annexes,Purely ES,120.9362501,18.5488605,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100175,100175,Saguigui ES,"Saguigui, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,SAGUIGUI,Public,School with no Annexes,Purely ES,120.8143314,18.5625243,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100176,100176,Saud ES,"Saud, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,SAUD,Public,School with no Annexes,Purely ES,120.7889961,18.5916704,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100177,100177,Subec ES,"Brgy. Subec, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,SUBEC,Public,School with no Annexes,Purely ES,120.816225,18.577136,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,100179,100179,Tarrag ES,"Bgy. Tarrag, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,TARRAG,Public,School with no Annexes,Purely ES,120.7906106,18.545386,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,150007,150007,MALAGGAO PS,"Sitio Malaggao, Adams, Ilocos Norte",ILOCOS NORTE,ADAMS,1st District,ADAMS (POB.),Public,School with no Annexes,Purely ES,120.91632,18.46189,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,300001,300001,Adams National High School,"Baraoabao St., Poblacion, Adams, Ilocos Norte",ILOCOS NORTE,ADAMS,1st District,ADAMS (POB.),Public,School with no Annexes,JHS with SHS,120.90552,18.45869,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Adams-Pagudpud,300019,300019,Luzong NHS,"Purok Rangpaya, Baduang, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,BADUANG,Public,School with no Annexes,JHS with SHS,120.811085,18.56754,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,300024,300024,PAGUDPUD NHS,"Brgy. Poblacion 2, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,POBLACION  2,Public,Mother school,JHS with SHS,120.7876307,18.5681451,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Adams-Pagudpud,300026,300026,Pasaleng National High School,"Pasaleng, Pagudpud,Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,PASALENG,Public,School with no Annexes,JHS with SHS,120.9357789,18.5485045,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Adams-Pagudpud,502581,502581,Balaoi Integrated School,"Brgy. Balaoi, Pagudpud, Ilocos Norte",ILOCOS NORTE,PAGUDPUD,1st District,BALAOI,Public,School with no Annexes,ES and JHS,120.8536,18.6024,limited,,0,1,0,
Region I,Ilocos Norte,Paoay,100180,100180,Bacsil ES,Bacsil,ILOCOS NORTE,PAOAY,2nd District,BACSIL,Public,School with no Annexes,Purely ES,120.4996,18.08891,online,Connected via Wired,1,0,0,
